            101;        4932216.2663;         -32760.3132;        4030397.0017
            102;        4932206.3318;         -32730.1757;        4030426.5237
            103;        4932238.5638;         -32714.3650;        4030391.6410
            104;        4932218.2959;         -32678.0413;        4030398.6957
            105;        4932204.1527;         -32673.9587;        4030413.8552
            106;        4932227.3344;         -32695.1903;        4030385.9446
            107;        4932225.9718;         -32654.4581;        4030389.3629
